timestamp	closed	open	lead_time	lead_time_sample	closed_issues
2009-11-09T15:00:29Z	0	1	0.0	nan	
2009-11-09T15:01:40Z	0	2	0.0008217592592592593	nan	
2009-12-01T15:00:17Z	0	3	21.999861111111112	nan	
2009-12-16T23:09:39Z	0	3	37.339699074074076	15.339837962962964	3
2009-12-17T09:17:10Z	1	3	37.76158564814815	nan	
2009-12-18T13:46:35Z	1	3	38.948680555555555	1.1870949074074073	4
2009-12-18T13:59:09Z	2	2	38.95658564814815	38.95658564814815	2
2009-12-22T20:54:41Z	3	2	21.246111111111112	nan	
2009-12-22T21:27:18Z	3	2	21.268761574074073	0.022650462962962963	5
2010-01-06T22:50:31Z	4	2	20.56482638888889	nan	
2010-01-09T20:18:09Z	4	3	23.459016203703705	nan	
2010-01-10T11:47:54Z	4	4	24.104675925925925	nan	
2010-01-11T11:08:45Z	4	4	25.077488425925925	3.06556712962963	7,6
2010-01-12T14:20:44Z	6	3	5.645983796296297	nan	
2010-01-14T15:39:47Z	6	3	7.70087962962963	2.054895833333333	9
2010-01-26T19:14:35Z	7	3	16.955856481481483	nan	
2010-01-26T20:24:30Z	7	4	17.00440972222222	nan	
2010-02-06T05:48:04Z	7	5	27.395775462962963	nan	
2010-02-08T15:15:22Z	7	6	29.789733796296296	nan	
2010-02-08T19:20:09Z	7	7	29.959722222222222	nan	
2010-02-12T07:32:06Z	7	8	33.468020833333334	nan	
2010-02-17T10:24:41Z	7	8	38.58787037037037	5.119849537037037	15
2010-02-17T10:34:08Z	8	7	37.94877314814815	16.39434027777778	12,11
2010-02-23T11:35:54Z	10	6	27.681469907407408	nan	
2010-02-26T14:14:22Z	10	6	30.791516203703704	30.791516203703704	10
2010-02-26T14:30:04Z	11	5	30.75386574074074	17.883547453703702	14,13
2010-02-26T17:54:04Z	13	4	18.110208333333333	nan	
2010-03-01T12:04:24Z	13	5	20.86738425925926	nan	
2010-03-05T11:34:07Z	13	5	24.846354166666668	6.7361458333333335	17
2010-03-12T15:36:47Z	14	5	31.84488425925926	nan	
2010-03-14T22:18:06Z	14	5	34.123576388888885	2.2786921296296296	19
2010-03-19T07:26:34Z	15	5	34.99615740740741	nan	
2010-03-22T17:10:43Z	15	6	38.40181712962963	nan	
2010-03-22T18:05:49Z	15	6	38.44008101851852	0.03826388888888889	21
2010-03-27T00:30:17Z	16	6	31.537766203703704	nan	
2010-04-07T16:28:05Z	16	7	43.202905092592594	nan	
2010-04-11T14:36:10Z	16	8	47.12518518518519	nan	
2010-04-11T14:55:35Z	16	9	47.13866898148148	nan	
2010-04-11T15:38:43Z	16	9	47.168622685185184	0.029953703703703705	25
2010-04-11T20:15:06Z	17	9	44.097939814814815	nan	
2010-04-11T21:05:09Z	17	9	44.13269675925926	0.034756944444444444	26
2010-04-12T02:11:09Z	18	8	41.58802083333333	0.4826273148148148	24
2010-04-28T09:57:07Z	19	8	46.76412037037037	nan	
2010-04-29T23:48:18Z	19	9	48.34133101851852	nan	
2010-05-04T02:21:43Z	19	9	52.44787037037037	5.68375	27
2010-05-04T02:22:09Z	20	8	45.78859953703704	4.106840277777778	28
2010-05-06T21:21:10Z	21	8	45.173923611111114	nan	
2010-05-06T22:36:00Z	21	8	45.2258912037037	0.05196759259259259	29
2010-05-11T20:44:50Z	22	8	45.8434375	nan	
2010-05-17T07:35:59Z	22	9	51.295625	nan	
2010-05-19T14:32:22Z	22	10	53.584780092592595	nan	
2010-05-19T14:46:38Z	22	10	53.5946875	0.009907407407407408	32
2010-05-22T00:18:13Z	23	10	44.32648148148148	nan	
2010-05-24T19:41:57Z	23	11	47.13462962962963	nan	
2010-05-27T13:58:57Z	23	12	49.89643518518518	nan	
2010-06-02T19:34:50Z	23	13	56.1296875	nan	
2010-06-04T23:03:05Z	23	14	58.27430555555556	nan	
2010-06-04T23:24:23Z	23	14	58.289097222222225	0.014791666666666667	37
2010-06-08T18:09:32Z	24	14	58.1481712962963	nan	
2010-06-12T23:35:12Z	24	15	62.3743287037037	nan	
2010-06-13T14:20:17Z	24	15	62.98896990740741	0.6146412037037037	39
2010-06-19T11:26:03Z	25	15	68.85449074074074	nan	
2010-06-25T03:16:06Z	25	16	74.51424768518518	nan	
2010-06-29T10:18:20Z	25	17	78.80746527777778	nan	
2010-06-29T17:14:06Z	25	18	79.09619212962963	nan	
2010-07-07T22:08:35Z	25	19	87.30069444444445	nan	
2010-07-09T22:00:46Z	25	20	89.2952662037037	nan	
2010-07-12T05:16:19Z	25	21	91.59773148148147	nan	
2010-07-19T03:50:59Z	25	22	98.53847222222223	nan	
2010-07-21T14:06:53Z	25	23	100.96618055555555	nan	
2010-07-23T01:21:40Z	25	24	102.43478009259259	nan	
2010-07-27T17:12:01Z	25	25	107.09474537037038	nan	
2010-07-28T00:30:35Z	25	25	107.39930555555556	0.3045601851851852	50
2010-07-29T21:19:06Z	26	25	109.04444444444445	nan	
2010-07-30T04:21:41Z	26	25	109.33790509259259	0.29346064814814815	51
2010-08-02T07:09:37Z	27	25	95.88368055555556	nan	
2010-08-07T04:28:02Z	27	25	100.77146990740741	4.887789351851852	52
2010-08-24T14:20:42Z	28	25	116.60583333333334	nan	
2010-08-25T08:39:09Z	28	26	117.36864583333333	nan	
2010-08-25T18:14:03Z	28	27	117.76788194444444	nan	
2010-08-26T12:51:55Z	28	27	118.54417824074073	1.9383449074074075	53
2010-08-31T10:34:27Z	29	27	116.5508912037037	nan	
2010-08-31T11:30:57Z	29	27	116.59012731481481	0.03923611111111111	56
2010-09-06T15:38:15Z	30	27	117.78709490740741	nan	
2010-09-07T15:10:08Z	30	28	118.76756944444445	nan	
2010-09-07T20:38:57Z	30	29	118.99591435185185	nan	
2010-09-08T07:23:27Z	30	29	119.44348379629629	0.6759143518518519	58
2010-09-10T14:48:27Z	31	29	116.30032407407407	nan	
2010-09-21T10:04:20Z	31	30	127.10302083333333	nan	
2010-09-21T23:21:36Z	31	31	127.65667824074075	nan	
2010-09-22T13:56:34Z	31	32	128.26429398148147	nan	
2010-09-30T13:34:32Z	31	33	136.24899305555556	nan	
2010-09-30T13:39:24Z	31	34	136.25237268518518	nan	
2010-09-30T18:00:53Z	31	35	136.43395833333332	nan	
2010-09-30T21:10:11Z	31	35	136.56541666666666	0.3164236111111111	64
2010-09-30T21:11:13Z	32	34	134.27697916666668	0.31376157407407407	65
2010-10-01T10:04:10Z	33	34	132.40690972222222	nan	
2010-10-01T10:15:48Z	33	34	132.4149884259259	0.008078703703703704	67
2010-10-01T19:56:55Z	34	34	130.01039351851853	nan	
2010-10-07T05:02:43Z	34	34	135.3894212962963	29.34983796296296	59
2010-10-11T14:20:46Z	35	34	137.01515046296296	nan	
2010-10-11T21:55:26Z	35	34	137.33089120370371	0.31574074074074077	69
2010-10-12T09:05:02Z	36	34	131.5626388888889	nan	
