timestamp	closed	open	lead_time	lead_time_sample	closed_issues
2015-06-21T04:55:56Z	0	1	0.0	nan	
2015-06-23T08:15:21Z	0	2	2.1384837962962964	nan	
2015-07-31T09:59:04Z	0	3	40.21050925925926	nan	
2015-08-13T12:16:49Z	0	3	53.306168981481484	13.095659722222223	3
2015-09-03T18:07:06Z	1	3	74.5494212962963	nan	
2015-09-07T10:22:53Z	1	4	78.22704861111112	nan	
2015-09-07T10:24:34Z	1	4	78.22821759259259	0.0011689814814814816	5
2015-09-07T10:49:26Z	2	4	76.10700231481482	nan	
2015-10-04T13:19:39Z	2	5	103.21131944444444	nan	
2015-10-04T13:27:30Z	2	5	103.21677083333333	0.005451388888888889	7
2015-10-19T14:02:22Z	3	5	80.16895833333334	nan	
2015-10-19T17:02:03Z	3	6	80.29373842592592	nan	
2015-10-29T19:26:31Z	3	7	90.3940625	nan	
2015-10-29T20:43:23Z	3	7	90.44744212962964	0.05337962962962963	10
2015-10-30T18:16:03Z	4	7	57.00621527777778	nan	
2015-11-03T19:13:50Z	4	8	61.046342592592595	nan	
2015-11-08T00:17:09Z	4	9	65.25697916666667	nan	
2015-11-18T09:09:17Z	4	10	75.6265162037037	nan	
2015-11-18T13:35:44Z	4	11	75.81155092592593	nan	
2015-12-11T18:40:20Z	4	11	99.0230787037037	23.21152777777778	15
2015-12-11T18:41:12Z	5	10	95.34605324074074	23.397164351851853	14
2016-01-07T18:17:22Z	6	10	122.31106481481481	nan	
2016-01-15T20:00:07Z	6	11	130.3824189814815	nan	
2016-01-18T20:43:46Z	6	11	133.41273148148147	3.0303125	17
2016-01-29T07:23:18Z	7	11	116.75253472222222	nan	
2016-02-02T16:46:53Z	7	12	121.14391203703704	nan	
2016-02-02T17:00:58Z	7	12	121.15369212962963	0.009780092592592592	19
2016-03-20T11:21:37Z	8	12	152.88836805555556	nan	
2016-03-29T09:58:47Z	8	13	161.8308449074074	nan	
2016-03-30T23:20:08Z	8	14	163.38733796296296	nan	
2016-04-15T18:25:06Z	8	14	179.18245370370371	15.79511574074074	22
2016-04-28T12:42:20Z	9	14	191.8196412037037	nan	
2016-05-03T23:49:42Z	9	15	197.28309027777777	nan	
2016-05-06T00:13:01Z	9	15	199.29928240740742	2.0161921296296295	24
2016-05-10T22:41:29Z	10	15	194.13539351851853	nan	
2016-05-26T06:33:42Z	10	16	209.46332175925926	nan	
2016-05-27T13:13:27Z	10	17	210.74092592592592	nan	
2016-05-31T12:02:06Z	10	18	214.69137731481482	nan	
2016-06-02T16:01:47Z	10	19	216.85782407407407	nan	
2016-06-03T07:06:46Z	10	19	217.48628472222222	0.6284606481481482	29
2016-06-06T18:59:40Z	11	18	220.03028935185185	6.2899768518518515	28
2016-06-06T19:04:42Z	12	17	215.9936574074074	10.24392361111111	27
2016-06-17T19:58:11Z	13	17	222.82016203703705	nan	
2016-06-17T21:11:21Z	13	17	222.87097222222224	0.05081018518518519	30
2016-07-03T17:00:08Z	14	17	228.32697916666666	nan	
2016-07-03T17:26:58Z	14	17	228.34561342592593	0.01863425925925926	31
2016-07-04T19:51:14Z	15	17	229.2607638888889	nan	
2016-07-06T19:12:55Z	15	18	231.2341550925926	nan	
2016-07-06T19:23:38Z	15	19	231.24159722222223	nan	
2016-07-06T21:22:36Z	15	20	231.32421296296297	nan	
2016-07-08T10:13:23Z	15	21	232.85947916666666	nan	
2016-07-12T06:13:12Z	15	22	236.69268518518518	nan	
2016-07-12T09:06:39Z	15	22	236.81313657407406	0.12045138888888889	37
2016-07-12T09:37:36Z	16	22	186.63905092592591	nan	
2016-07-13T11:05:40Z	16	23	187.70020833333334	nan	
2016-07-13T15:00:39Z	16	24	187.8633912037037	nan	
2016-07-13T18:02:54Z	16	25	187.9899537037037	nan	
2016-07-13T18:59:14Z	16	25	188.02907407407406	0.03912037037037037	41
2016-07-14T10:14:23Z	17	25	180.59324074074075	nan	
